"component","status code","not found","skipped","accepted","total","result","count"
"Total","0","114","8185","0","9998","0","9998"
"drupal-core","200","56","4102","0","5001","FALSE","5001"
"drupal-core","200","58","4083","0","4997","FALSE","4997"
