"component","status code","not found","skipped","accepted","total","result","count"
"Total","0","94","6720","0","9996","0","9996"
"drupal-core","200","64","3374","0","4998","FALSE","4998"
"drupal-core","200","30","3346","0","4998","FALSE","4998"
