"component","status code","not found","skipped","accepted","total","result","count"
"Total","0","96","6720","0","9998","0","9998"
"drupal-core","200","44","3367","0","5001","FALSE","5001"
"drupal-core","200","52","3353","0","4997","FALSE","4997"
