"component","status code","not found","skipped","accepted","total","result","count"
"layout-builder-at","403","0","0","0","0","FALSE","0"
"purge-users","403","0","0","0","0","FALSE","0"
"simple-sitemap","403","0","0","0","0","FALSE","0"
"fullcalendar-view","403","0","0","0","0","FALSE","0"
"firebase","403","0","0","0","0","FALSE","0"
"thx","403","0","0","0","0","FALSE","0"
"cleantalk","403","0","0","0","0","FALSE","0"
"zoomapi","403","0","0","0","0","FALSE","0"
"social-test-helper","403","0","0","0","0","FALSE","0"
"mailchimp","403","0","0","0","0","FALSE","0"
"keycloak","403","0","0","0","0","FALSE","0"
"stripe","403","0","0","0","0","FALSE","0"
"views-data-export","403","0","0","0","0","FALSE","0"
"openid-connect","403","0","0","0","0","FALSE","0"
"cloner","403","0","0","0","0","FALSE","0"
"office-hours","403","0","0","0","0","FALSE","0"
"ga-login","403","0","0","0","0","FALSE","0"
"oe-webtools","403","0","0","0","0","FALSE","0"
"matomo","403","0","0","0","0","FALSE","0"
"monolog","403","0","0","0","0","FALSE","0"
"state-machine","403","0","0","0","0","FALSE","0"
"search-api-solr","403","0","0","0","0","FALSE","0"
"commerce","403","0","0","0","0","FALSE","0"
"views-bootstrap","403","0","0","0","0","FALSE","0"
"smart-trim","403","0","0","0","0","FALSE","0"
"cas","403","0","0","0","0","FALSE","0"
"reroute-email","403","0","0","0","0","FALSE","0"
"o365","403","0","0","0","0","FALSE","0"
"config-modify","403","0","0","0","0","FALSE","0"
"yoast-seo","403","0","0","0","0","FALSE","0"
"enterprise-helper","403","0","0","0","0","FALSE","0"
"social-pwa","403","0","0","0","0","FALSE","0"
"social-google-analytics","403","0","0","0","0","FALSE","0"
"social-matchmaking","403","0","0","0","0","FALSE","0"
"social-openid","403","0","0","0","0","FALSE","0"
"social-platform-management","403","0","0","0","0","FALSE","0"
"social-media-directory","403","0","0","0","0","FALSE","0"
"social-google-calendar","403","0","0","0","0","FALSE","0"
"media-revisions-ui","403","0","0","0","0","FALSE","0"
"dropzonejs","403","0","0","0","0","FALSE","0"
"entity-embed","403","0","0","0","0","FALSE","0"
"entity-browser","403","0","0","0","0","FALSE","0"
"clipboardjs","403","0","0","0","0","FALSE","0"
"groupmedia","403","0","0","0","0","FALSE","0"
"media-directories","403","0","0","0","0","FALSE","0"
