"component","status code","not found","skipped","accepted","total","result","count"
"Total","0","101","7964","0","10905","0","10905"
"drupal-core","200","59","2564","0","3635","FALSE","3635"
"drupal-core","200","21","2625","0","3635","FALSE","3635"
"drupal-core","200","21","2775","0","3635","FALSE","3635"
