"component","status code","not found","skipped","accepted","total","result","count"
"Total","0","112","8376","0","9996","0","9996"
"drupal-core","200","52","4188","0","4999","FALSE","4999"
"drupal-core","200","60","4188","0","4997","FALSE","4997"
